airport_name,airport_kr_name,airport_iata_code,airport_iso_country,airport_continent
Ua Pou Airport,우아 포우 공항,UAP,PF,OC
Ua Huka Airport,후카 공항,UAH,PF,OC
Bora Bora Airport,보라보라 공항,BOB,PF,OC
Tetiaroa Airport,테티아로아 공항,TTI,PF,OC
Rangiroa Airport,랑기로아 공항,RGI,PF,OC
Huahine-Fare Airport,후아히네-페어 공항,HUH,PF,OC
Moorea Temae Airport,무레아 테마에 공항,MOZ,PF,OC
Hao Airport,하오 공항,HOI,PF,OC
Maupiti Airport,마우피티 공항,MAU,PF,OC
Raiatea Airport,라이아테아 공항,RFP,PF,OC
Tupai Airport,다람쥐 공항,TPX,PF,OC
Moruroa Airport,모루로아 공항,UOA,PF,OC
Vahitahi Airport,바히타히 공항,VHZ,PF,OC
Mota Lava Airport,모타 라바 공항,MTV,VU,OC
Sola Airport,솔라 공항,SLH,VU,OC
Siwo Airport,시워 공항,EAE,VU,OC
Craig Cove Airport,크레이그 코브 공항,CCV,VU,OC
Longana Airport,롱가나 공항,LOD,VU,OC
Sara Airport,사라 공항,SSR,VU,OC
Tavie Airport,타비 공항,PBJ,VU,OC
Lamap Airport,라맵 공항,LPM,VU,OC
Lamen Bay Airport,라멘 베이 공항,LNB,VU,OC
Maewo-Naone Airport,마에오나오네 공항,MWF,VU,OC
Lonorore Airport,로노로레 공항,LNE,VU,OC
Norsup Airport,노르섭 공항,NUS,VU,OC
Gaua Island Airport,나이트 아일랜드 공항,ZGU,VU,OC
Redcliffe Airport,레드클리프 공항,RCL,VU,OC
Santo Pekoa International Airport,산토페코아 국제공항,SON,VU,OC
Tongoa Airport,통고아 공항,TGH,VU,OC
Valesdir Airport,발레스디르 공항,VLS,VU,OC
Walaha Airport,왈라하 공항,WLH,VU,OC
Southwest Bay Airport,사우스웨스트 베이 공항,SWJ,VU,OC
North West Santo Airport,노스웨스트 산토 공항,OLJ,VU,OC
Aneityum Airport,아니티엄 공항,AUY,VU,OC
Dillon's Bay Airport,딜런스 베이 공항,DLY,VU,OC
Futuna Airport,푸투나 공항,FTA,VU,OC
Ipota Airport,이포타 공항,IPA,VU,OC
Bauerfield International Airport,바우어필드 국제공항,VLI,VU,OC
Tanna Airport,탄나 공항,TAH,VU,OC
Nowata Airport,노와타 공항,NWT,PG,OC
Tiga Airport,티가 공항,TGJ,NC,OC
Nesson Airport,네송 공항,HLU,NC,OC
Koumac Airport,쿠막 공항,KOC,NC,OC
Lifou Airport,리푸 공항,LIF,NC,OC
Poum / Malabou Airport,품 / 말라부 공항,PUV,NC,OC
Mueo Airport,무에오 공항,PDC,NC,OC
Touho Airport,토호 공항,TOU,NC,OC
La Tontouta International Airport,라 톤투타 국제공항,NOU,NC,OC
Auckland International Airport,오클랜드 국제공항,AKL,NZ,OC
Taupo Airport,타우포 공항,TUO,NZ,OC
Ardmore Airport,아드모어 공항,AMZ,NZ,OC
Christchurch International Airport,크라이스트처치 국제공항,CHC,NZ,OC
Chatham Islands / Tuuta Airport,채텀 제도 / 투우타 공항,CHT,NZ,OC
Dunedin International Airport,더니든 국제공항,DUD,NZ,OC
Greymouth Airport,그레이마우스 공항,GMN,NZ,OC
Gisborne Airport,기즈번 공항,GIS,NZ,OC
Glentanner Airport,글렌태너 공항,GTN,NZ,OC
Hamilton International Airport,해밀턴 국제공항,HLZ,NZ,OC
Waiheke Reeve Airport,와이헤케 리브 공항,WIK,NZ,OC
Kaikoura Airport,카이코우라 공항,KBZ,NZ,OC
Kerikeri Airport,케리케리 공항,KKE,NZ,OC
Kaikohe Airport,카이코헤 공항,KKO,NZ,OC
Kaitaia Airport,카이타이아 공항,KAT,NZ,OC
Matamata Glider Airport,마타마타 글라이더 공항,MTA,NZ,OC
Mount Cook Airport,마운트쿡 공항,MON,NZ,OC
Milford Sound Airport,밀포드사운드 공항,MFN,NZ,OC
Motueka Airport,모투에카 공항,MZP,NZ,OC
Manapouri Airport,마나포우리 공항,TEU,NZ,OC
Hood Airport,후드 공항,MRO,NZ,OC
New Plymouth Airport,뉴플리머스 공항,NPL,NZ,OC
Hawke's Bay Airport,혹스베이 공항,NPE,NZ,OC
Nelson Airport,넬슨 공항,NSN,NZ,OC
Invercargill Airport,인버카길 공항,IVC,NZ,OC
Oamaru Airport,오아마루 공항,OAM,NZ,OC
Palmerston North Airport,파머스턴노스 공항,PMR,NZ,OC
Paraparaumu Airport,파라파라우무 공항,PPQ,NZ,OC
Queenstown International Airport,퀸스타운 국제공항,ZQN,NZ,OC
Rotorua Regional Airport,로토루아 지역공항,ROT,NZ,OC
Tauranga Airport,포트 공항,TRG,NZ,OC
Takaka Airport,타카카 공항,KTF,NZ,OC
Timaru Airport,티마루 공항,TIU,NZ,OC
Pukaki Airport,푸카키 공항,TWZ,NZ,OC
Woodbourne Airport,우드본 공항,BHE,NZ,OC
Wanaka Airport,와나카 공항,WKA,NZ,OC
Whakatane Airport,와카타네 공항,WHK,NZ,OC
Wellington International Airport,웰링턴 국제공항,WLG,NZ,OC
Wairoa Airport,와이로아 공항,WIR,NZ,OC
Whangarei Airport,황가레이 공항,WRE,NZ,OC
Westport Airport,웨스트포트 공항,WSZ,NZ,OC
Whitianga Airport,휘티앙가 공항,WTZ,NZ,OC
Wanganui Airport,왕가누이 공항,WAG,NZ,OC
Kneeland Airport,니랜드 공항,NLN,US,NA
Bamyan Airport,바미안 공항,BIN,AF,AS
Bost Airport,보스트 공항,BST,AF,AS
Chaghcharan Airport,채그카란 공항,CCN,AF,AS
Sardeh Band Airport,사르데 밴드 공항,SBF,AF,AS
Darwaz Airport,다르와즈 공항,DAZ,AF,AS
Farah Airport,파라 공항,FAH,AF,AS
Fayzabad Airport,파이자바드 공항,FBD,AF,AS
Khwahan Airport,화한공항,KWH,AF,AS
Herat - Khwaja Abdullah Ansari International Airport,헤라트 - 콰자 압둘라 안사리 국제공항,HEA,AF,AS
Jalalabad Airport,잘랄라바드 공항,JAA,AF,AS
Kabul International Airport,카불 국제공항,KBL,AF,AS
Maymana Zahiraddin Faryabi Airport,자히라딘 파리야비 공항이 위치한 곳,MMZ,AF,AS
Mazar-i-Sharif International Airport,마자르이샤리프 국제공항,MZR,AF,AS
Urgun Airport,우르군 공항,URN,AF,AS
Qala-i-Naw Airport,칼라이나우 공항,LQN,AF,AS
Razer Airport,레이저 공항,KUR,AF,AS
Sheghnan Airport,셰그난 공항,SGA,AF,AS
Tarinkot Airport,타린코트 공항,TII,AF,AS
Taleqan Airport,탈레칸 공항,TQN,AF,AS
Kunduz Airport,쿤두즈 공항,UND,AF,AS
Zaranj Airport,자라니 공항,ZAJ,AF,AS
Bahrain International Airport,바레인 국제공항,BAH,BH,AS
Corisco International Airport,코리스코 국제공항,OCS,GQ,AF
Abha International Airport,아바 국제공항,AHB,SA,AS
Al-Ahsa International Airport,알 아사 국제공항,HOF,SA,AS
King Saud Bin Abdulaziz (Al Baha) Airport,킹 사우드 빈 압둘아지즈(알바하) 공항,ABT,SA,AS
Bisha Airport,비샤 공항,BHH,SA,AS
King Fahd International Airport,킹파드 국제공항,DMM,SA,AS
King Salman Abdulaziz Airport,킹 살만 압둘아지즈 공항,DWD,SA,AS
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,지잔 지역 공항 / 킹 압둘라 빈 압둘아지즈 공항,GIZ,SA,AS
Gassim Airport,가심 공항,ELQ,SA,AS
Gurayat Domestic Airport,구라얏 국내공항,URY,SA,AS
Ha'il Airport,하일 공항,HAS,SA,AS
Jubail Airport,주바일 공항,QJB,SA,AS
King Abdulaziz International Airport,킹 압둘아지즈 국제공항,JED,SA,AS
King Khaled Military City Airport,킹 칼리드 밀리터리 시티 공항,KMC,SA,AS
Prince Mohammad Bin Abdulaziz Airport,프린스 모하마드 빈 압둘아지즈 공항,MED,SA,AS
Najran Domestic Airport,나즈란 국내공항,EAM,SA,AS
Neom Bay Airport,네옴베이 공항,NUM,SA,AS
Al Qaisumah/Hafr Al Batin Airport,알 카이수마/하프르 알 바틴 공항,AQI,SA,AS
Rafha Domestic Airport,라파 국내공항,RAH,SA,AS
King Khaled International Airport,킹 칼리드 국제공항,RUH,SA,AS
Arar Domestic Airport,아라르 국내공항,RAE,SA,AS
Sharurah Domestic Airport,샤루라 국내공항,SHW,SA,AS
Al-Jawf Domestic Airport,알 자와프 국내공항,AJF,SA,AS
As-Sulayyil Airport,아스-술라이일 공항,SLF,SA,AS
Tabuk Airport,타북 공항,TUU,SA,AS
Ta＊if Regional Airport,Ta*if 지역공항,TIF,SA,AS
Turaif Domestic Airport,투라이프 국내공항,TUI,SA,AS
Wadi Al Dawasir Domestic Airport,와디 알 다와시르 국내공항,WAE,SA,AS
Al Wajh Domestic Airport,알 와지 국내공항,EJH,SA,AS
Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,프린스 압둘 모신 빈 압둘아지즈 국제공항 / 얀부 공항,YNB,SA,AS
Zilfi Airport,질피 공항,ZUL,SA,AS
Ogeranang Airport,오게라낭 공항,OGE,PG,OC
Ogobsucum Airport,오고브수쿰 공항,OGM,PA,NA
Bahregan Airport,바레건 공항,IAQ,IR,AS
Abadan Airport,아바단 공항,ABD,IR,AS
Dezful Airport,데즈풀 공항,DEF,IR,AS
Aghajari Airport,아가자리 공항,AKW,IR,AS
Gachsaran Airport,각사란 공항,GCH,IR,AS
Shahid Asiyaee Airport,샤히드 아시야 공항,QMJ,IR,AS
Omidiyeh Airport,오미디예 공항,OMI,IR,AS
Mahshahr Airport,마샤르 공항,MRX,IR,AS
Lieutenant General Qasem Soleimani International Airport,카셈 솔레이마니 국제공항 중장,AWZ,IR,AS
Abu Musa Island Airport,아부 무사 아일랜드 공항,AEU,IR,AS
Bushehr Airport,부쉐르 공항,BUZ,IR,AS
Jam Airport,잼 공항,KNR,IR,AS
Kish International Airport,키시 국제공항,KIH,IR,AS
Bandar Lengeh International Airport,반다르랭게 국제공항,BDH,IR,AS
Persian Gulf International Airport,페르시아만 국제공항,PGU,IR,AS
Khark Airport,카르크 공항,KHK,IR,AS
Siri Airport,시리 공항,SXI,IR,AS
Lavan Airport,라반 공항,LVP,IR,AS
Shahid Ashrafi Esfahani Airport,샤히드 아슈라피 에스파하니 공항,KSH,IR,AS
Ilam Airport,일람 공항,IIL,IR,AS
Khoram Abad Airport,코람 아바드 공항,KHD,IR,AS
Sanandaj Airport,사난다즈 공항,SDG,IR,AS
Hesa Airport,헤사 공항,IFH,IR,AS
Isfahan Shahid Beheshti International Airport,이스파한 샤히드 베헤슈티 국제공항,IFN,IR,AS
Shahrekord Airport,샤레코드 공항,CQD,IR,AS
Sardar-e-Jangal Airport,사다르 에 장갈 공항,RAS,IR,AS
Hamadan Airport,하마단 공항,HDM,IR,AS
Arak Airport,아라크 공항,AJK,IR,AS
Imam Khomeini International Airport,이맘 호메이니 국제공항,IKA,IR,AS
Mehrabad International Airport,메라바드 국제공항,THR,IR,AS
Qazvin Airport,카즈빈 공항,GZW,IR,AS
Payam Karaj International Airport,파얌 카라지 국제공항,PYK,IR,AS
Semnan Municipal Airport,셈난 시립공항,SNX,IR,AS
Bandar Abbas International Airport,반다르 압바스 국제공항,BND,IR,AS
Jiroft Airport,지로프트 공항,JYR,IR,AS
Ayatollah Hashemi Rafsanjani International Airport,아야톨라 하셰미 라프산자니 국제공항,KER,IR,AS
Bam Airport,밤 공항,BXR,IR,AS
Havadarya Airport,하바다리아 공항,HDR,IR,AS
Qeshm Dayrestan International Airport,케심 데이레스탄 국제공항,GSM,IR,AS
Rafsanjan Airport,라프산잔 공항,RJN,IR,AS
Sirjan Airport,시리아 공항,SYJ,IR,AS
Birjand International Airport,비르잔드 국제공항,XBJ,IR,AS
Sarakhs Airport,사라크스 공항,CKT,IR,AS
Shahrud International Airport,샤루드 국제공항,RUD,IR,AS
Mashhad International Airport,마슈하드 국제공항,MHD,IR,AS
Bojnord Airport,보노르드 공항,BJB,IR,AS
Sabzevar National Airport,사브제바르 국립공항,AFZ,IR,AS
Kalaleh Airport,칼랄레 공항,KLM,IR,AS
Gorgan Airport,고르건 공항,GBT,IR,AS
Nowshahr Airport,나우샤르 공항,NSH,IR,AS
Ramsar Airport,람사르 공항,RZR,IR,AS
Sari Dasht-e Naz International Airport,사리 다슈트 나즈 국제공항,SRY,IR,AS
Jahrom Airport,자롬 공항,JAR,IR,AS
Lar Airport,라르 공항,LRR,IR,AS
Lamerd Airport,라머드 공항,LFM,IR,AS
Shiraz Shahid Dastghaib International Airport,쉬라즈 샤히드 다스트가입 국제공항,SYZ,IR,AS
Yasuj Airport,야스즈 공항,YES,IR,AS
Khoy Airport,코이 공항,KHY,IR,AS
Ardabil Airport,아르다빌 공항,ADU,IR,AS
Sahand Airport,사한드 공항,ACP,IR,AS
Parsabad-Moghan Airport,파사바드-모건 공항,PFQ,IR,AS
Urmia Airport,우르미아 공항,OMH,IR,AS
Tabriz International Airport,타브리즈 국제공항,TBZ,IR,AS
Maku National Airport,마쿠 국립공항,IMQ,IR,AS
Zanjan Airport,잔잔 공항,JWN,IR,AS
Shahid Sadooghi Airport,샤히드 사도히 공항,AZD,IR,AS
Zabol Airport,자볼 공항,ACZ,IR,AS
Chabahar Konarak International Airport,차바하르 코나라크 국제공항,ZBR,IR,AS
Zahedan International Airport,자헤단 국제공항,ZAH,IR,AS
Iranshahr Airport,이란샤르 공항,IHR,IR,AS
Jask Airport,자스크 공항,JSK,IR,AS
Queen Alia International Airport,퀸 알리아 국제공항,AMM,JO,AS
Amman Civil (Marka International) Airport,암만 시빌(마르카 국제) 공항,ADJ,JO,AS
Aqaba King Hussein International Airport,아카바 킹 후세인 국제공항,AQJ,JO,AS
Kuwait International Airport,쿠웨이트 국제공항,KWI,KW,AS
Okao Airport,오카오 공항,OKV,PG,OC
Beirut Rafic Hariri International Airport,베이루트 라픽 하리리 국제공항,BEY,LB,AS
Old Harbor Airport,올드 하버 공항,OLH,US,NA
Kleyate Airport,클레야트 공항,KYE,LB,AS
Olsobip Airport,올소비프 공항,OLQ,PG,OC
Dibba Airport,디바 공항,BYB,OM,AS
Adam Airport,아담 공항,AOM,OM,AS
Duqm International Airport,두쿰 국제공항,DQM,OM,AS
Mussanah Airport,무사나 공항,MNH,OM,AS
Abu Dhabi International Airport,아부다비 국제공항,AUH,AE,AS
Al Bateen Executive Airport,알바틴 이그제큐티브 공항,AZI,AE,AS
Al Ain International Airport,알아인 국제공항,AAN,AE,AS
Sir Bani Yas Airport,Sir Bani Yas 공항,XSB,AE,AS
Dubai International Airport,두바이 국제공항,DXB,AE,AS
Al Maktoum International Airport,알막툼 국제공항,DWC,AE,AS
Fujairah International Airport,푸자이라 국제공항,FJR,AE,AS
Osmanabad Airport,오스마나바드 공항,OMN,IN,AS
Ras Al Khaimah International Airport,라스알카이마 국제공항,RKT,AE,AS
Sharjah International Airport,샤르자 국제공항,SHJ,AE,AS
Preah Vinhear Airport,프레아 빈히어 공항,OMY,KH,AS
Buraimi Airport,부라이미 공항,RMB,OM,AS
Fahud Airport,파후드 공항,FAU,OM,AS
Qarn Alam Airport,칸 알람 공항,RNM,OM,AS
Ja'Aluni Airport,자알루니 공항,JNJ,OM,AS
Khasab Airport,카사브 공항,KHS,OM,AS
Lekhwair Airport,레크와이어 공항,LKW,OM,AS
Muscat International Airport,무스카트 국제공항,MCT,OM,AS
Marmul Airport,마물 공항,OMM,OM,AS
Sohar Airport,소하르 공항,OHS,OM,AS
Dadu West Airport,다두서부공항,DDU,PK,AS
Bhagatanwala Airport,바가탄왈라 공항,BHW,PK,AS
Bannu Airport,반누 공항,BNP,PK,AS
Bahawalnagar Airport,바하왈나가르 공항,WGB,PK,AS
Bahawalpur Airport,바하왈푸르 공항,BHV,PK,AS
Chitral Airport,치트랄 공항,CJL,PK,AS
Chilas Airport,칠라스 공항,CHB,PK,AS
Dera Ghazi Khan Airport,데라가지칸 공항,DEA,PK,AS
Dera Ismael Khan Airport,데라 이스마엘 칸 공항,DSK,PK,AS
Faisalabad International Airport,파이살라바드 국제공항,LYP,PK,AS
Gwadar International Airport,과다르 국제공항,GWD,PK,AS
Gilgit Airport,길기트 공항,GIL,PK,AS
Islamabad International Airport,이슬라마바드 국제공항,ISB,PK,AS
Jinnah International Airport,진나 국제공항,KHI,PK,AS
Hyderabad Airport,하이데라바드 공항,HDD,PK,AS
Khuzdar Airport,쿠즈다르 공항,KDD,PK,AS
Kohat Airport,코하트 공항,OHT,PK,AS
Allama Iqbal International Airport,알라마 이크발 국제공항,LHE,PK,AS
Loralai Airport,로랄라이 공항,LRG,PK,AS
Mangla Airport,망라 공항,XJM,PK,AS
Muzaffarabad Airport,무자파라바드 공항,MFG,PK,AS
Moenjodaro Airport,모엔조다로 공항,MJD,PK,AS
Sindhri Tharparkar Airport,신드리 타르파카르 공항,MPD,PK,AS
Multan International Airport,물탄 국제공항,MUX,PK,AS
Shaheed Benazirabad Airport,샤히드 베나지라바드 공항,WNS,PK,AS
Ormara Airport,오르마라 공항,ORW,PK,AS
Parachinar Airport,파라치나르 공항,PAJ,PK,AS
Panjgur Airport,판구르 공항,PJG,PK,AS
Pasni Airport,파스니 공항,PSI,PK,AS
Peshawar International Airport,페샤와르 국제공항,PEW,PK,AS
Quetta International Airport,퀘타 국제공항,UET,PK,AS
Shaikh Zaid Airport,셰이크 자이드 공항,RYK,PK,AS
Rawalakot Airport,라왈라코트 공항,RAZ,PK,AS
Sibi Airport,시비 공항,SBQ,PK,AS
Skardu Airport,스카르두 공항,KDU,PK,AS
Sukkur Airport,수쿠르 공항,SKZ,PK,AS
Sehwan Sharif Airport,세환 샤리프 공항,SYW,PK,AS
Saidu Sharif Airport,사이두 샤리프 공항,SDT,PK,AS
Sialkot International Airport,시알코트 국제공항,SKT,PK,AS
Sui Airport,수이 공항,SUL,PK,AS
Sawan Airport,압수 공항,RZS,PK,AS
Tarbela Dam Airport,타르벨라 댐 공항,TLB,PK,AS
Talhar Airport,탈하르 공항,BDN,PK,AS
Taftan Airport,태프탄 공항,TFT,PK,AS
Turbat International Airport,투르바트 국제공항,TUK,PK,AS
Wana Airport,와나 공항,WAF,PK,AS
Zhob Airport,조브 공항,PZH,PK,AS
Bamarni Airport,바마르니 공항,BMN,IQ,AS
Baghdad International Airport,바그다드 국제공항,BGW,IQ,AS
Mosul International Airport,모술 국제공항,OSM,IQ,AS
Erbil International Airport,아르빌 국제공항,EBL,IQ,AS
Port Lions Airport,포트 라이온스 공항,ORI,US,NA
Basra International Airport,바스라 국제공항,BSR,IQ,AS
Al Najaf International Airport,알 나자프 국제공항,NJF,IQ,AS
Qayyarah West Airport,콰이야라 웨스트 공항,RQW,IQ,AS
Sulaymaniyah International Airport,술라이마니야 국제공항,ISU,IQ,AS
Aleppo International Airport,알레포 국제공항,ALP,SY,AS
Damascus International Airport,다마스쿠스 국제공항,DAM,SY,AS
Deir ez-Zor Airport,데이르에조르 공항,DEZ,SY,AS
Omora Airport,오모라 공항,OSE,PG,OC
Ossima Airport,오시마 공항,OSG,PG,OC
Qamishli Airport,카미실리 공항,KAC,SY,AS
Palmyra Airport,팔미라 공항,PMS,SY,AS
Doha International Airport,도하 국제공항,DIA,QA,AS
Hamad International Airport,하마드 국제공항,DOH,QA,AS
Andre Maggi Airport,앙드레 마기 공항,OTT,BR,SA
Oum Hadjer Airport,움 하제르 공항,OUM,TD,AF
Orientos Airport,오리엔토스 공항,OXO,AU,OC
Aden International Airport,아덴 국제공항,ADE,YE,AS
Abs Airport,압스 공항,EAB,YE,AS
Ataq Airport,아타크 공항,AXK,YE,AS
Al-Bayda Airport,알바이다 공항,BYD,YE,AS
Beihan Airport,베이한 공항,BHN,YE,AS
Al-Bough Airport,알부우 공항,BUK,YE,AS
Al Ghaydah International Airport,알가이다 국제공항,AAY,YE,AS
Hodeidah International Airport,호데이다 국제공항,HOD,YE,AS
Marib Airport,마리브 공항,MYN,YE,AS
Mukeiras Airport,무케이라스 공항,UKR,YE,AS
Qishn Airport,키신 공항,IHN,YE,AS
Riyan Mukalla International Airport,리안 무칼라 국제공항,RIY,YE,AS
Sadah Airport,사다 공항,SYE,YE,AS
Sana'a International Airport,사나 국제공항,SAH,YE,AS
Socotra International Airport,소코트라 국제공항,SCT,YE,AS
Seiyun Hadhramaut International Airport,세이윤 하드라마우트 국제공항,GXF,YE,AS
Ta'izz International Airport,타이즈 국제공항,TAI,YE,AS
Zagora Airport,자고라 공항,OZG,MA,AF
Achutupu Airport,아추투푸 공항,ACU,PA,NA
Mulatupo Airport,물라투포 공항,MPP,PA,NA
San Miguel Airport,산미구엘 공항,NMG,PA,NA
Yaviza Airport,야비자 공항,PYV,PA,NA
Puerto Armuelles Airport,푸에르토 아르무에레스 공항,AML,PA,NA
EL Real Airport,엘 레알 공항,ELE,PA,NA
Raul Arias Espinoza Airport,라울 아리아스 에스피노자 공항,OTD,PA,NA
Atka Airport,아트카 공항,AKB,US,NA
Port Moller Airport,포트 몰러 공항,PML,US,NA
"Warren ""Bud"" Woods Palmer Municipal Airport","워렌 ""버드"" 우즈 팔머 시립공항",PAQ,US,NA
Barter Island Long Range Radar Station Airport,바터 아일랜드 장거리 레이더 스테이션 공항,BTI,US,NA
Bethel Airport,베델 공항,BET,US,NA
Beluga Airport,벨루가 공항,BVU,US,NA
Buckland Airport,버클랜드 공항,BKC,US,NA
Big Mountain Airport,빅마운틴 공항,BMX,US,NA
Wiley Post Will Rogers Memorial Airport,와일리 포스트 윌 로저스 메모리얼 공항,BRW,US,NA
Bettles Airport,베틀스 공항,BTT,US,NA
Cold Bay Airport,콜드베이 공항,CDB,US,NA
Central Airport,센트럴 공항,CEM,US,NA
Chalkyitsik Airport,찰키칙 공항,CIK,US,NA
Chefornak Airport,셰포르낙 공항,CYF,US,NA
Scammon Bay Airport,스캐먼 베이 공항,SCM,US,NA
Circle City (New) Airport,서클 시티(신) 공항,IRC,US,NA
Cape Sarichef Airport,케이프사리셰프 공항,WSF,US,NA
Merle K (Mudhole) Smith Airport,멀 K(머드홀) 스미스 공항,CDV,US,NA
Coldfoot Airport,콜드풋 공항,CXF,US,NA
Yakataga Airport,야카타가 공항,CYT,US,NA
Cape Romanzof LRRS Airport,케이프 로만조프 LRRS 공항,CZF,US,NA
Deering Airport,디어링 공항,DRG,US,NA
Red Dog Airport,레드독 공항,RDB,US,NA
Dillingham Airport,딜링엄 공항,DLG,US,NA
Marshall Don Hunter Sr Airport,마샬 돈 헌터 Sr 공항,MLL,US,NA
Kodiak Airport,코디악 공항,ADQ,US,NA
Tom Madsen (Dutch Harbor) Airport,톰 매드슨(더치 하버) 공항,DUT,US,NA
Kongiganak Airport,콩지가낙 공항,KKH,US,NA
Eek Airport,에크 공항,EEK,US,NA
Eagle Airport,이글 공항,EAA,US,NA
Cape Newenham LRRS Airport,케이프 뉴넘 LRRS 공항,EHM,US,NA
Emmonak Airport,에몬 공항,EMK,US,NA
Kenai Municipal Airport,케나이 시립공항,ENA,US,NA
Fairbanks International Airport,페어뱅크스 국제공항,FAI,US,NA
Ambler Airport,앰블러 공항,ABL,US,NA
Nikolai Airport,니콜라이 공항,NIB,US,NA
Farewell Airport,페어웰 공항,FWL,US,NA
Edward G. Pitka Sr Airport,에드워드 G. 피트카 시니어 공항,GAL,US,NA
Galbraith Lake Airport,갤브레이스 레이크 공항,GBH,US,NA
Kwigillingok Airport,귀길린곡 공항,KWK,US,NA
Shungnak Airport,성락공항,SHG,US,NA
Gulkana Airport,굴카나 공항,GKN,US,NA
Golovin Airport,골로빈 공항,GLV,US,NA
Gambell Airport,갬벨 공항,GAM,US,NA
Big Lake Airport,빅 레이크 공항,BGQ,US,NA
Gustavus Airport,구스타프 공항,GST,US,NA
Nightmute Airport,나이트뮤트 공항,NME,US,NA
Skagway Airport,스캐그웨이 공항,SGY,US,NA
Holy Cross Airport,홀리 크로스 공항,HCR,US,NA
Huslia Airport,후슬리아 공항,HSL,US,NA
Haines Airport,헤인즈 공항,HNS,US,NA
Homer Airport,호머 공항,HOM,US,NA
Hooper Bay Airport,후퍼 베이 공항,HPB,US,NA
Hughes Airport,휴즈 공항,HUS,US,NA
Shageluk Airport,샤겔룩 공항,SHX,US,NA
Igiugig Airport,이기긱 공항,IGG,US,NA
Egegik Airport,에게긱 공항,EGX,US,NA
Bob Baker Memorial Airport,밥 베이커 메모리얼 공항,IAN,US,NA
Iliamna Airport,일리암나 공항,ILI,US,NA
Indian Mountain LRRS Airport,인디언 마운틴 LRRS 공항,UTO,US,NA
Denali National Park Airport,데날리 국립공원 공항,MCL,US,NA
Wales Airport,웨일스 공항,WAA,US,NA
Chignik Airport,치그닉 공항,KCG,US,NA
Juneau International Airport,주노 국제공항,JNU,US,NA
Koliganek Airport,콜리가넥 공항,KGK,US,NA
Kodiak Municipal Airport,코디악 시립공항,KDK,US,NA
False Pass Airport,거짓 패스 공항,KFP,US,NA
Akhiok Airport,아키오크 공항,AKK,US,NA
Kipnuk Airport,킵누크 공항,KPN,US,NA
Koyuk Alfred Adams Airport,코육 알프레드 아담스 공항,KKA,US,NA
Kulik Lake Airport,쿨릭 호수 공항,LKK,US,NA
King Salmon Airport,킹 새먼 공항,AKN,US,NA
Anaktuvuk Pass Airport,아낙투북 패스 공항,AKP,US,NA
Ketchikan International Airport,케치칸 국제공항,KTN,US,NA
Ugnu-Kuparuk Airport,우그누-쿠파루크 공항,UUK,US,NA
Kaltag Airport,칼타그 공항,KAL,US,NA
Klawock Airport,클라워크 공항,KLW,US,NA
Karluk Airport,카루크 공항,KYK,US,NA
Larsen Bay Airport,라슨 베이 공항,KLN,US,NA
Kalskag Airport,칼스카그 공항,KLG,US,NA
Chandalar Lake Airport,찬달라 호수 공항,WCR,US,NA
Cape Lisburne LRRS Airport,케이프 리스번 LRRS 공항,LUR,US,NA
Manokotak Airport,마노코탁 공항,KMO,US,NA
McGrath Airport,맥그래스 공항,MCG,US,NA
Middleton Island Airport,미들턴 아일랜드 공항,MDO,US,NA
Minchumina Airport,민추미나 공항,LMA,US,NA
St Michael Airport,세인트 마이클 공항,SMK,US,NA
Manley Hot Springs Airport,맨리 핫스프링스 공항,MLY,US,NA
Mountain Village Airport,마운틴 빌리지 공항,MOU,US,NA
Mc Carthy Airport,맥카시 공항,MXY,US,NA
Mekoryuk Airport,메코륙 공항,MYU,US,NA
Napakiak Airport,나파키아크 공항,WNA,US,NA
Ted Stevens Anchorage International Airport,테드 스티븐스 앵커리지 국제공항,ANC,US,NA
Aniak Airport,아니악 공항,ANI,US,NA
Nenana Municipal Airport,네나나 시립공항,ENN,US,NA
Nondalton Airport,논달턴 공항,NNL,US,NA
Annette Island Airport,아네트 아일랜드 공항,ANN,US,NA
Nulato Airport,누라토 공항,NUL,US,NA
Anvik Airport,앤빅 공항,ANV,US,NA
New Stuyahok Airport,뉴 스투야혹 공항,KNW,US,NA
Kobuk Airport,코북공항,OBU,US,NA
Portage Creek Airport,포티지 크릭 공항,PCA,US,NA
Hoonah Airport,후나 공항,HNH,US,NA
Toksook Bay Airport,톡숙베이 공항,OOK,US,NA
Northway Airport,노스웨이 공항,ORT,US,NA
Ralph Wien Memorial Airport,랄프 빈 메모리얼 공항,OTZ,US,NA
Nelson Lagoon Airport,넬슨 라군 공항,NLG,US,NA
St George Airport,세인트 조지 공항,STG,US,NA
Perryville Airport,페리빌 공항,KPV,US,NA
Petersburg James A Johnson Airport,상트페테르부르크 제임스 A 존슨 공항,PSG,US,NA
Port Heiden Airport,포트 헤이든 공항,PTH,US,NA
Napaskiak Airport,나파스키악 공항,PKA,US,NA
Platinum Airport,플래티넘 공항,PTU,US,NA
Pilot Point Airport,파일럿 포인트 공항,PIP,US,NA
Point Hope Airport,포인트 호프 공항,PHO,US,NA
