airport_name,airport_kr_name,airport_iata_code,airport_continent,airport_iso_country
Lakefront Airport,레이크프론트 공항,NEW,NA,US
Brunswick Executive Airport,브런즈윅 이그제큐티브 공항,NHZ,NA,US
El Centro NAF Airport (Vraciu Field),엘 센트로 NAF 공항(브라시우 필드),NJK,NA,US
Lemoore Naval Air Station (Reeves Field) Airport,르무어 해군 항공기지(리브스 필드) 공항,NLC,NA,US
Millington-Memphis Airport,밀링턴-멤피스 공항,NQA,NA,US
Nevada Municipal Airport,네바다 시립공항,NVD,NA,US
Yuma International Airport / Marine Corps Air Station Yuma,유마 국제공항 / 해병대 비행장 유마,YUM,NA,US
Nervino Airport,네르비노 공항,NVN,NA,US
Columbia Airport,컬럼비아 공항,COA,NA,US
Oakdale Airport,오크데일 공항,ODC,NA,US
Yerington Municipal Airport,예링턴 시립공항,EYR,NA,US
Albert J Ellis Airport,앨버트 J 엘리스 공항,OAJ,NA,US
Metropolitan Oakland International Airport,메트로폴리탄 오클랜드 국제공항,OAK,NA,US
Marina Municipal Airport,마리나 시립공항,OAR,NA,US
Okeechobee County Airport,오키초비 카운티 공항,OBE,NA,US
A L Mangham Jr. Regional Airport,AL 망함 주니어 지역 공항,OCH,NA,US
O'Neal Airport,오닐 공항,OEA,NA,US
L O Simenstad Municipal Airport,L O 시멘스타드 시립공항,OEO,NA,US
Karl Stefan Memorial Airport,칼 스테판 기념 공항,OFK,NA,US
Orangeburg Municipal Airport,오렌지버그 시립공항,OGB,NA,US
Ogden Hinckley Airport,오그던 힝클리 공항,OGD,NA,US
Ogdensburg International Airport,오그덴스버그 국제공항,OGS,NA,US
Lt Warren Eaton Airport,중위 워렌 이튼 공항,OIC,NA,US
Johnson County Executive Airport,존슨 카운티 이그제큐티브 공항,OJC,NA,US
Oceanside Municipal Airport,오션사이드 시립공항,OCN,NA,US
Will Rogers World Airport,윌 로저스 월드 공항,OKC,NA,US
AJ Eisenberg Airport,AJ 아이젠버그 공항,ODW,NA,US
Kokomo Municipal Airport,코코모 시립공항,OKK,NA,US
Okmulgee Regional Airport,오크물기 지역공항,OKM,NA,US
Winchester Regional Airport,윈체스터 지역공항,WGO,NA,US
Dewitt Field - Old Town Municipal Airport,드윗 필드 - 올드 타운 시립 공항,OLD,NA,US
Cattaraugus County-Olean Airport,카타라우구스 카운티-올리언 공항,OLE,NA,US
L M Clayton Airport,LM 클레이튼 공항,OLF,NA,US
Olympia Regional Airport,올림피아 지역공항,OLM,NA,US
Nogales International Airport,노갈레스 국제공항,OLS,NA,US
Columbus Municipal Airport,콜럼버스 시립공항,OLU,NA,US
Olive Branch Airport,올리브브랜치 공항,OLV,NA,US
Olney Noble Airport,올니 노블 공항,OLY,NA,US
Komo-Manda Airport,코모만다 공항,KOM,OC,PG
Omak Airport,오막 공항,OMK,NA,US
Socorro Municipal Airport,소코로 시립공항,ONM,NA,US
Ontario Municipal Airport,온타리오 시립공항,ONO,NA,US
Newport Municipal Airport,뉴포트 시립공항,ONP,NA,US
Ontario International Airport,온타리오 국제공항,ONT,NA,US
Olney Municipal Airport,올니 시립공항,ONY,NA,US
Oskaloosa Municipal Airport,오스카루사 시립공항,OOA,NA,US
Miami-Opa Locka Executive Airport,마이애미-오파 로카 이그제큐티브 공항,OPF,NA,US
Quonset State Airport,퀀셋 주립공항,NCO,NA,US
Chicago O'Hare International Airport,시카고 오헤어 국제공항,ORD,NA,US
Norfolk International Airport,노퍽 국제공항,ORF,NA,US
Worcester Regional Airport,우스터 지역공항,ORH,NA,US
Orlando Executive Airport,올랜도 이그제큐티브 공항,ORL,NA,US
Orcas Island Airport,오르카스 아일랜드 공항,ESD,NA,US
Mount Pleasant Regional Airport,마운트 플레전트 지역공항,MPS,NA,US
Oscoda Wurtsmith Airport,오스코다 워트스미스 공항,OSC,NA,US
Wittman Regional Airport,위트만 지역공항,OSH,NA,US
Kosciusko Attala County Airport,코스치우스코 아탈라 카운티 공항,OSX,NA,US
Worthington Municipal Airport,워싱턴 시립공항,OTG,NA,US
Southwest Oregon Regional Airport,사우스웨스트 오레곤 지역공항,OTH,NA,US
Ottumwa Regional Airport,오툼와 지역공항,OTM,NA,US
University of Oklahoma Westheimer Airport,오클라호마 대학교 웨스트하이머 공항,OUN,NA,US
Oroville Municipal Airport,오로빌 시립공항,OVE,NA,US
Owatonna Degner Regional Airport,오와토나 데그너 지역공항,OWA,NA,US
Owensboro Daviess County Airport,오언즈버러 데이비스 카운티 공항,OWB,NA,US
Norwood Memorial Airport,노우드 메모리얼 공항,OWD,NA,US
Central Maine/Norridgewock Airport,센트럴 메인/노리지워크 공항,OWK,NA,US
Ocean City Municipal Airport,오션시티 시립공항,OCE,NA,US
Waterbury Oxford Airport,워터베리 옥스퍼드 공항,OXC,NA,US
Miami University Airport,마이애미 대학 공항,OXD,NA,US
Oxnard Airport,옥스나드 공항,OXR,NA,US
St Marys Municipal Airport,세인트 메리 시립공항,STQ,NA,US
Ozona Municipal Airport,오조나 시립공항,OZA,NA,US
Uiju Airport,의주공항,UJU,AS,KP
Orang (Chongjin) Airport,오랑(청진)공항,RGO,AS,KP
Bisbee Municipal Airport,비스비 시립공항,BSQ,NA,US
Polacca Airport,폴란드 공항,PXL,NA,US
San Carlos Apache Airport,샌 카를로스 아파치 공항,GLB,NA,US
Holbrook Municipal Airport,홀브룩 시립공항,HBK,NA,US
Cochise County Airport,코치스 카운티 공항,CWX,NA,US
Cottonwood Airport,코튼우드 공항,CTW,NA,US
Seattle Paine Field International Airport,시애틀 페인필드 국제공항,PAE,NA,US
Barkley Regional Airport,바클리 지역공항,PAH,NA,US
Payson Airport,페이슨 공항,PJB,NA,US
Palo Alto Airport of Santa Clara County,산타클라라 카운티 팔로알토 공항,PAO,NA,US
Plattsburgh International Airport,플래츠버그 국제공항,PBG,NA,US
Palm Beach International Airport,팜비치 국제공항,PBI,NA,US
Prairie Du Chien Municipal Airport,프레리 뒤 치엔 시립공항,PCD,NA,US
DeKalb Peachtree Airport,디칼브 피치트리 공항,PDK,NA,US
Eastern Oregon Regional Airport at Pendleton,펜들턴 동부 오레곤 지역 공항,PDT,NA,US
Portland International Airport,포틀랜드 국제공항,PDX,NA,US
Yapsiei Airport,얍시에이 공항,KPE,OC,PG
Pecos Municipal Airport,페코스 시립공항,PEQ,NA,US
Page Municipal Airport,페이지 시립공항,PGA,NA,US
Charlotte County Airport,샬럿 카운티 공항,PGD,NA,US
Pitt Greenville Airport,피트 그린빌 공항,PGV,NA,US
Newport News Williamsburg International Airport,뉴포트 뉴스 윌리엄스버그 국제공항,PHF,NA,US
Robert F Swinnie Airport,로버트 F 스위니 공항,ADR,NA,US
Palm Beach County Glades Airport,팜 비치 카운티 글레이즈 공항,PHK,NA,US
Philadelphia International Airport,필라델피아 국제공항,PHL,NA,US
St Clair County International Airport,세인트클레어 카운티 국제공항,PHN,NA,US
Philip Airport,필립 공항,PHP,NA,US
Henry County Airport,헨리 카운티 공항,PHT,NA,US
Phoenix Sky Harbor International Airport,피닉스 스카이하버 국제공항,PHX,NA,US
General Wayne A. Downing Peoria International Airport,웨인 A. 다우닝 장군 피오리아 국제공항,PIA,NA,US
Hattiesburg Laurel Regional Airport,해티즈버그 로럴 지역 공항,PIB,NA,US
St. Petersburg Clearwater International Airport,세인트피터즈버그 클리어워터 국제공항,PIE,NA,US
Pocatello Regional Airport,포커텔로 지역공항,PIH,NA,US
Harris County Airport,해리스 카운티 공항,PIM,NA,US
Pierre Regional Airport,피에르 지역공항,PIR,NA,US
Pittsburgh International Airport,피츠버그 국제공항,PIT,NA,US
Mid Ohio Valley Regional Airport,미드 오하이오 밸리 지역공항,PKB,NA,US
Park Falls Municipal Airport,파크폴스 시립공항,PKF,NA,US
M. Graham Clark Downtown Airport,M. 그레이엄 클라크 다운타운 공항,PLK,NA,US
Pellston Regional Airport of Emmet County Airport,에밋 카운티 공항의 펠스턴 지역 공항,PLN,NA,US
St Clair County Airport,세인트클레어 카운티 공항,PLR,NA,US
Pembina Municipal Airport,펨비나 시립공항,PMB,NA,US
Palmdale Regional Airport / USAF Plant 42 Airport,팜데일 지역 공항 / USAF Plant 42 공항,PMD,NA,US
Greater Portsmouth Regional Airport,그레이터 포츠머스 지역공항,PMH,NA,US
Ponca City Regional Airport,폰카시티 지역공항,PNC,NA,US
Northeast Philadelphia Airport,노스이스트 필라델피아 공항,PNE,NA,US
Princeton Municipal Airport,프린스턴 시립공항,PNN,NA,US
Pensacola International Airport,펜사콜라 국제공항,PNS,NA,US
Poplar Bluff Municipal Airport,포플러 블러프 시립공항,POF,NA,US
Pocahontas Municipal Airport,포카혼타스 시립공항,POH,NA,US
Dutchess County Airport,더치스 카운티 공항,POU,NA,US
Powell Municipal Airport,파월 시립공항,POY,NA,US
Tri-City Airport,트라이시티 공항,PPF,NA,US
La Porte Municipal Airport,라 포르테 시립공항,LPO,NA,US
Presque Isle International Airport,프레스크 아일 국제공항,PQI,NA,US
Trent Lott International Airport,트렌트 로트 국제공항,PGL,NA,US
Paso Robles Municipal Airport,파소 로블스 시립공항,PRB,NA,US
Perry Municipal Airport,페리 시립공항,PRO,NA,US
Mid-State Regional Airport,미드스테이트 지역공항,PSB,NA,US
Tri Cities Airport,트라이 시티즈 공항,PSC,NA,US
Pittsfield Municipal Airport,피츠필드 시립공항,PSF,NA,US
New River Valley Airport,뉴리버밸리 공항,PSK,NA,US
Portsmouth International at Pease Airport,포츠머스 국제공항의 피스 공항,PSM,NA,US
Palestine Municipal Airport,팔레스타인 시립공항,PSN,NA,US
Palm Springs International Airport,팜스프링스 국제공항,PSP,NA,US
Palacios Municipal Airport,팔라시오스 시립공항,PSX,NA,US
Dinwiddie County Airport,딘위디 카운티 공항,PTB,NA,US
Oakland County International Airport,오클랜드 카운티 국제공항,PTK,NA,US
Harry P Williams Memorial Airport,해리 P 윌리엄스 메모리얼 공항,PTN,NA,US
Atkinson Municipal Airport,앳킨슨 시립공항,PTS,NA,US
Pratt Regional Airport,프랫 지역공항,PTT,NA,US
Porterville Municipal Airport,포터빌 시립공항,PTV,NA,US
Pueblo Memorial Airport,푸에블로 메모리얼 공항,PUB,NA,US
Pullman Moscow Regional Airport,풀먼 모스크바 지역 공항,PUW,NA,US
Provincetown Municipal Airport,프로빈스타운 시립공항,PVC,NA,US
Theodore Francis Green State Airport,테오도르 프랜시스 그린스테이트 공항,PVD,NA,US
Placerville Airport,플레이서빌 공항,PVF,NA,US
Provo-Utah Lake International Airport,프로보-유타 레이크 국제공항,PVU,NA,US
Hale County Airport,헤일 카운티 공항,PVW,NA,US
Wiley Post Airport,와일리 포스트 공항,PWA,NA,US
Sher-Wood Airport,셔우드 공항,PWD,NA,US
Chicago Executive Airport,시카고 이그제큐티브 공항,PWK,NA,US
Bremerton National Airport,브레머튼 내셔널 공항,PWT,NA,US
Plymouth Municipal Airport,플리머스 시립공항,PYM,NA,US
Aban Uqua Airportse,아반 우쿠아 공항,QKA,NA,US
Kol Airport,콜 공항,KQL,OC,PG
John H Batten Airport,존 H 배튼 공항,RAC,NA,US
Riverside Municipal Airport,리버사이드 시립공항,RAL,NA,US
Rapid City Regional Airport,래피드시티 지역공항,RAP,NA,US
Dallas Executive Airport,달라스 이그제큐티브 공항,RBD,NA,US
Roseburg Regional Airport,로즈버그 지역공항,RBG,NA,US
Red Bluff Municipal Airport,레드 블러프 시립공항,RBL,NA,US
Lowcountry Regional Airport,로우컨트리 지역공항,RBW,NA,US
H H Coffield Regional Airport,H H 코프필드 지역 공항,RCK,NA,US
Fulton County Airport,풀턴 카운티 공항,RCR,NA,US
Redding Municipal Airport,레딩 시립공항,RDD,NA,US
Reading Regional Airport (Carl A Spaatz Field),레딩 지역 공항(Carl A Spaatz Field),RDG,NA,US
Raleigh Durham International Airport,롤리 더럼 국제공항,RDU,NA,US
Rome State Airport,로마 주립공항,REO,NA,US
Chicago Rockford International Airport,시카고 록퍼드 국제공항,RFD,NA,US
Rhinelander Oneida County Airport,라인랜더 오네이다 카운티 공항,RHI,NA,US
Reid-Hillview Airport of Santa Clara County,산타클라라 카운티의 레이드-힐뷰 공항,RHV,NA,US
Richmond International Airport,리치먼드 국제공항,RIC,NA,US
Richmond Municipal Airport,리치먼드 시립공항,RID,NA,US
Richfield Municipal Airport,리치필드 시립공항,RIF,NA,US
Garfield County Regional Airport,가필드 카운티 지역공항,RIL,NA,US
Flabob Airport,플라보브 공항,RIR,NA,US
Central Wyoming Regional Airport,센트럴 와이오밍 지역공항,RIW,NA,US
Knox County Regional Airport,녹스 카운티 지역공항,RKD,NA,US
Aransas County Airport,애런사스 카운티 공항,RKP,NA,US
Robert S Kerr Airport,로버트 S 커 공항,RKR,NA,US
Southwest Wyoming Regional Airport,사우스웨스트 와이오밍 지역공항,RKS,NA,US
Rockwood Municipal Airport,록우드 시립공항,RKW,NA,US
Richland Airport,리치랜드 공항,RLD,NA,US
Griffiss International Airport,그리피스 국제공항,RME,NA,US
Richard B Russell Airport,리차드 B 러셀 공항,RMG,NA,US
Warren County Memorial Airport,워렌 카운티 메모리얼 공항,RNC,NA,US
New Richmond Regional Airport,뉴 리치먼드 지역공항,RNH,NA,US
Reno Tahoe International Airport,리노 타호 국제공항,RNO,NA,US
Renton Municipal Airport,렌튼 시립공항,RNT,NA,US
Frederick Douglass Greater Rochester International Airport,프레드릭 더글라스 그레이터 로체스터 국제공항,ROC,NA,US
Roswell Air Center Airport,로스웰 에어센터 공항,ROW,NA,US
Roundup Airport,라운드업 공항,RPX,NA,US
Roben Hood Airport,로벤후드 공항,WBR,NA,US
El Reno Regional Airport,엘 리노 지역공항,RQO,NA,US
Merrill Municipal Airport,메릴 시립공항,RRL,NA,US
Warroad International Memorial Airport,워로드 인터내셔널 메모리얼 공항,RRT,NA,US
Russell Municipal Airport,러셀 시립공항,RSL,NA,US
Ruston Regional Airport,러스턴 지역공항,RSN,NA,US
Rochester International Airport,로체스터 국제공항,RST,NA,US
Southwest Florida International Airport,사우스웨스트 플로리다 국제공항,RSW,NA,US
Kerau Airport,케라우 공항,KRU,OC,PG
Mid-Carolina Regional Airport,미드캐롤라이나 지역공항,SRW,NA,US
Rutland - Southern Vermont Regional Airport,러틀랜드 – 서던 버몬트 지역 공항,RUT,NA,US
Mifflin County Airport,미플린 카운티 공항,RED,NA,US
Richard Lloyd Jones Jr Airport,리차드 로이드 존스 주니어 공항,RVS,NA,US
Redwood Falls Municipal Airport,레드우드 폴스 시립공항,RWF,NA,US
Rocky Mount Wilson Regional Airport,록키 마운트 윌슨 지역공항,RWI,NA,US
Rexburg Madison County Airport,렉스버그 매디슨 카운티 공항,RXE,NA,US
Jasper County Airport,재스퍼 카운티 공항,RNZ,NA,US
Bandon State Airport,밴든 주립공항,BDY,NA,US
Sunriver Airport,선리버 공항,SUO,NA,US
Madras Municipal Airport,마드라스 시립공항,MDJ,NA,US
Prineville Airport,프라인빌 공항,PRZ,NA,US
Idaho County Airport,아이다호 카운티 공항,IDH,NA,US
Sacramento Executive Airport,새크라멘토 이그제큐티브 공항,SAC,NA,US
Safford Regional Airport,새포드 지역공항,SAD,NA,US
Santa Fe Municipal Airport,산타페 시립공항,SAF,NA,US
San Diego International Airport,샌디에이고 국제공항,SAN,NA,US
San Antonio International Airport,샌안토니오 국제공항,SAT,NA,US
Savannah Hilton Head International Airport,서배너 힐튼 헤드 국제공항,SAV,NA,US
Marquette/Sawyer International Airport,마켓/소이어 국제공항,MQT,NA,US
Santa Barbara Municipal Airport,산타바바라 시립공항,SBA,NA,US
San Bernardino International Airport,샌버너디노 국제공항,SBD,NA,US
Sheboygan County Memorial Airport,셰보이건 카운티 메모리얼 공항,SBM,NA,US
South Bend Regional Airport,사우스벤드 지역공항,SBN,NA,US
San Luis County Regional Airport,산루이스 카운티 지역공항,SBP,NA,US
Shelby Airport,셸비 공항,SBX,NA,US
Salisbury Ocean City Wicomico Regional Airport,솔즈베리 오션 시티 위코미코 지역 공항,SBY,NA,US
Scribner State Airport,스크리브너 주립공항,SCB,NA,US
Schenectady County Airport,스키넥터디 카운티 공항,SCH,NA,US
Stockton Metropolitan Airport,스톡턴 메트로폴리탄 공항,SCK,NA,US
Louisville Muhammad Ali International Airport,루이빌 무하마드 알리 국제공항,SDF,NA,US
Scottsdale Airport,스코츠데일 공항,SCF,NA,US
Brown Field Municipal Airport,브라운필드 시립공항,SDM,NA,US
Sidney - Richland Regional Airport,시드니 – 리치랜드 지역 공항,SDY,NA,US
Sebring Regional Airport,세브링 지역공항,SEF,NA,US
Penn Valley Airport,펜 밸리 공항,SEG,NA,US
Stephenville Clark Regional Airport,스테판빌 클라크 지역공항,SEP,NA,US
Freeman Municipal Airport,프리먼 시립공항,SER,NA,US
Sedona Airport,세도나 공항,SDX,NA,US
Orlando Sanford International Airport,올랜도 샌포드 국제공항,SFB,NA,US
Sanford Seacoast Regional Airport,샌포드 시코스트 지역공항,SFM,NA,US
San Francisco International Airport,샌프란시스코 국제공항,SFO,NA,US
North Central State Airport,노스 센트럴 주립 공항,SFZ,NA,US
Springfield Branson National Airport,스프링필드 브랜슨 국립공항,SGF,NA,US
Springfield-Beckley Municipal Airport,스프링필드-베클리 시립공항,SGH,NA,US
Northeast Florida Regional Airport,노스이스트 플로리다 지역 공항,UST,NA,US
Sugar Land Regional Airport,슈거랜드 지역공항,SGR,NA,US
St George Regional Airport,세인트 조지 지역 공항,SGU,NA,US
Shenandoah Valley Regional Airport,셰넌도어 밸리 지역공항,SHD,NA,US
Sheridan County Airport,셰리든 카운티 공항,SHR,NA,US
Shreveport Regional Airport,슈리브포트 지역공항,SHV,NA,US
Sikeston Memorial Municipal Airport,사익스턴 메모리얼 시립공항,SIK,NA,US
Sullivan County Airport,설리반 카운티 공항,SIV,NA,US
Siskiyou County Airport,시스키유 카운티 공항,SIY,NA,US
Norman Y. Mineta San Jose International Airport,노먼 Y. 미네타 새너제이 국제공항,SJC,NA,US
Taos Regional Airport,타오스 지역공항,TSM,NA,US
Storm Lake Municipal Airport,스톰 레이크 시립공항,SLB,NA,US
Salt Lake City International Airport,솔트레이크시티 국제공항,SLC,NA,US
Adirondack Regional Airport,애디론댁 지역공항,SLK,NA,US
Salina Municipal Airport,살리나 시립공항,SLN,NA,US
Sulphur Springs Municipal Airport,설퍼스프링스 시립공항,SLR,NA,US
Lake Cumberland Regional Airport,레이크 컴벌랜드 지역공항,SME,NA,US
Sacramento International Airport,새크라멘토 국제공항,SMF,NA,US
Lemhi County Airport,렘히 카운티 공항,SMN,NA,US
Santa Monica Municipal Airport,산타모니카 시립공항,SMO,NA,US
Sumter Airport,섬터 공항,SUM,NA,US
John Wayne Orange County International Airport,존 웨인 오렌지 카운티 국제공항,SNA,NA,US
Shawnee Regional Airport,쇼니 지역공항,SNL,NA,US
Salinas Municipal Airport,살리나스 시립공항,SNS,NA,US
Moore County Airport,무어 카운티 공항,SOP,NA,US
Show Low Regional Airport,쇼 로우 지역 공항,SOW,NA,US
Kosipe Airport,코시페 공항,KSP,OC,PG
Spartanburg Downtown Memorial Airport,스파턴버그 다운타운 메모리얼 공항,SPA,NA,US
Albert Whitted Airport,앨버트 위티드 공항,SPG,NA,US
Abraham Lincoln Capital Airport,에이브러햄 링컨 캐피탈 공항,SPI,NA,US
Wichita Falls Municipal Airport / Sheppard Air Force Base,위치타폴스 시립공항/셰퍼드 공군기지,SPS,NA,US
Spencer Municipal Airport,스펜서 시립공항,SPW,NA,US
San Carlos Airport,산 카를로스 공항,SQL,NA,US
Searcy Municipal Airport,서시 시립공항,SRC,NA,US
Sarasota Bradenton International Airport,새러소타 브레이든턴 국제공항,SRQ,NA,US
Sierra Blanca Regional Airport,시에라 블랑카 지역공항,RUI,NA,US
Stinson Municipal Airport,스틴슨 시립공항,SSF,NA,US
St Simons Island Airport,세인트시몬스 아일랜드 공항,SSI,NA,US
Saint Cloud Regional Airport,세인트클라우드 지역공항,STC,NA,US
Stevens Point Municipal Airport,스티븐스 포인트 시립공항,STE,NA,US
Rosecrans Memorial Airport,로즈크랜스 메모리얼 공항,STJ,NA,US
Sterling Municipal Airport,스털링 시립공항,STK,NA,US
St Louis Lambert International Airport,세인트 루이스 램버트 국제공항,STL,NA,US
Charles M. Schulz Sonoma County Airport,찰스 M. 슐츠 소노마 카운티 공항,STS,NA,US
Stroud Municipal Airport,스트라우드 시립공항,SUD,NA,US
Door County Cherryland Airport,도어 카운티 체리랜드 공항,SUE,NA,US
Friedman Memorial Airport,프리드먼 메모리얼 공항,SUN,NA,US
Spirit of St Louis Airport,스피릿 오브 세인트루이스 공항,SUS,NA,US
Richard I Bong Memorial Airport,리처드 I 봉 메모리얼 공항,SUW,NA,US
Grant County Airport,그랜트 카운티 공항,SVC,NA,US
Susanville Municipal Airport,수잔빌 시립공항,SVE,NA,US
Statesville Regional Airport,스테이츠빌 지역공항,SVH,NA,US
New York Stewart International Airport,뉴욕 스튜어트 국제공항,SWF,NA,US
Stillwater Regional Airport,스틸워터 지역공항,SWO,NA,US
Bomar Field Shelbyville Municipal Airport,보마 필드 셸비빌 시립공항,SYI,NA,US
Syracuse Hancock International Airport,시러큐스 핸콕 국제공항,SYR,NA,US
Sylvester Airport,실베스터 공항,SYV,NA,US
Tuba City Airport,튜바 시티 공항,TBC,NA,US
Perry Stokes Airport,페리 스톡스 공항,TAD,NA,US
Statesboro Bulloch County Airport,스테이츠보로 불로치 카운티 공항,TBR,NA,US
Katiola Airport,카티올라 공항,KTC,AF,CI
Tucumcari Municipal Airport,투쿰카리 시립공항,TCC,NA,US
Tuscaloosa National Airport,터스컬루사 국립공항,TCL,NA,US
Truth or Consequences Municipal Airport,진실 또는 결과 시립 공항,TCS,NA,US
Ed Carlson Memorial Field South Lewis County Airport,에드 칼슨 메모리얼 필드 사우스 루이스 카운티 공항,TDO,NA,US
Tradewind Airport,트레이드윈드 공항,TDW,NA,US
Toledo Executive Airport,톨레도 이그제큐티브 공항,TDZ,NA,US
Teterboro Airport,테터보로 공항,TEB,NA,US
Telluride Regional Airport,텔루라이드 지역공항,TEX,NA,US
Thompson Falls Airport,톰슨폴스 공항,THM,NA,US
York Airport,요크 공항,THV,NA,US
Tacoma Narrows Airport,타코마 내로우스 공항,TIW,NA,US
Space Coast Regional Airport,스페이스 코스트 지역공항,TIX,NA,US
Kennett Memorial Airport,케넷 메모리얼 공항,KNT,NA,US
Tallahassee Regional Airport,탤러해시 지역공항,TLH,NA,US
Henry Tift Myers Airport,헨리 티프트 마이어스 공항,TMA,NA,US
Miami Executive Airport,마이애미 이그제큐티브 공항,TMB,NA,US
Tillamook Airport,틸라무크 공항,OTK,NA,US
Twentynine Palms Airport,트웬티나인 팜스 공항,TNP,NA,US
Dade Collier Training and Transition Airport,데이드 콜리어 훈련 및 전환 공항,TNT,NA,US
Newton Municipal Airport,뉴턴 시립공항,TNU,NA,US
Tonopah Test Range Airport,토노파 테스트 레인지 공항,XSD,NA,US
Eugene F. Kranz Toledo Express Airport,유진 F. 크란츠 톨레도 익스프레스 공항,TOL,NA,US
Philip Billard Municipal Airport,필립 빌라드 시립공항,TOP,NA,US
Torrington Municipal Airport,토링턴 시립공항,TOR,NA,US
Tampa International Airport,탬파 국제공항,TPA,NA,US
Peter O Knight Airport,피터 오 나이트 공항,TPF,NA,US
Tonopah Airport,토노파 공항,TPH,NA,US
Draughon Miller Central Texas Regional Airport,드라혼 밀러 센트럴 텍사스 지역 공항,TPL,NA,US
Tri-Cities Regional TN/VA Airport,트라이시티 지역 TN/VA 공항,TRI,NA,US
Truckee Tahoe Airport,트럭키 타호 공항,TKF,NA,US
Terrell Municipal Airport,테렐 시립공항,TRL,NA,US
Jacqueline Cochran Regional Airport,재클린 코크란 지역공항,TRM,NA,US
Trenton Municipal Airport,트렌턴 시립공항,TRX,NA,US
Tehachapi Municipal Airport,테하차피 시립공항,TSP,NA,US
Portland Troutdale Airport,포틀랜드 트라우트데일 공항,TTD,NA,US
Trenton Mercer Airport,트렌턴 머서 공항,TTN,NA,US
Tulsa International Airport,털사 국제공항,TUL,NA,US
Tupelo Regional Airport,투펠로 지역공항,TUP,NA,US
Tucson International Airport / Morris Air National Guard Base,투산 국제공항 / 모리스 공군 방위군 기지,TUS,NA,US
Cherry Capital Airport,체리 캐피탈 공항,TVC,NA,US
Thief River Falls Regional Airport,Thief River Falls 지역공항,TVF,NA,US
Thomasville Regional Airport,토마스빌 지역공항,TVI,NA,US
Lake Tahoe Airport,레이크 타호 공항,TVL,NA,US
Joslin Field Magic Valley Regional Airport,조슬린 필드 매직 밸리 지역공항,TWF,NA,US
Texarkana Regional Airport (Webb Field),텍사캐나 지역 공항(웹 필드),TXK,NA,US
Taylor Airport,테일러 공항,TYZ,NA,US
Tyler Pounds Regional Airport,타일러 파운드 지역공항,TYR,NA,US
McGhee Tyson Airport,맥기 타이슨 공항,TYS,NA,US
Bullfrog Basin Airport,불개구리 분지 공항,BFG,NA,US
J. Randy McKnight Nephi Municipal Airport,J. 랜디 맥나이트 니파이 시립공항,NPH,NA,US
Green River Municipal Airport,그린리버 시립공항,RVR,NA,US
Panguitch Municipal Airport,팬귀치 시립공항,PNU,NA,US
Cascade Airport,캐스케이드 공항,ICS,NA,US
Columbus Lowndes County Airport,콜럼버스 론데스 카운티 공항,UBS,NA,US
Everett-Stewart Regional Airport,에버렛-스튜어트 지역공항,UCY,NA,US
Bermuda Dunes Airport,버뮤다듄스 공항,UDD,NA,US
Waukesha County Airport,워케샤 카운티 공항,UES,NA,US
Waukegan National Airport,워키건 국립공항,UGN,NA,US
Quillayute Airport,퀼라류트 공항,UIL,NA,US
Wilkes County Airport,윌크스 카운티 공항,IKB,NA,US
Ukiah Municipal Airport,유키아 시립공항,UKI,NA,US
Quakertown Airport,퀘이커타운 공항,UKT,NA,US
New Ulm Municipal Airport,뉴 울름 시립공항,ULM,NA,US
Ohio University Airport,오하이오대학교 공항,ATO,NA,US
Dodge County Airport,닷지 카운티 공항,UNU,NA,US
University Park Airport,유니버시티파크 공항,SCE,NA,US
Franklin County Airport,프랭클린 카운티 공항,UOS,NA,US
University Oxford Airport,대학교 옥스퍼드 공항,UOX,NA,US
Kupiano Airport,쿠피아노 공항,KUP,OC,PG
Tunica Municipal Airport,투니카 시립공항,UTM,NA,US
Huntsville Regional Airport,헌츠빌 지역공항,HTV,NA,US
Newport State Airport,뉴포트 주립공항,NPT,NA,US
Kuyol Airport,쿠욜 공항,KUX,OC,PG
Rock Hill - York County Airport,록힐 - 요크 카운티 공항,RKH,NA,US
South Jersey Regional Airport,사우스저지 지역공항,LLY,NA,US
Victoria Regional Airport,빅토리아 지역 공항,VCT,NA,US
Southern California Logistics Airport,남부 캘리포니아 물류 공항,VCV,NA,US
Vidalia Regional Airport,비달리아 지역공항,VDI,NA,US
Kitava Airport,키타바 공항,KVE,OC,PG
Vernal Regional Airport,버널 지역 공항,VEL,NA,US
North Las Vegas Metropolitan International Airport,노스 라스베가스 메트로폴리탄 국제공항,VGT,NA,US
Culberson County Airport,컬버슨 카운티 공항,VHN,NA,US
Rolla National Airport,롤라 내셔널 공항,VIH,NA,US
Visalia Municipal Airport,비살리아 시립공항,VIS,NA,US
Virginia Highlands Airport,버지니아 하이랜드 공항,VJI,NA,US
Vicksburg Municipal Airport,빅스버그 시립공항,VKS,NA,US
Vandalia Municipal Airport,반달리아 시립공항,VLA,NA,US
Valdosta Regional Airport,발도스타 지역공항,VLD,NA,US
Venice Municipal Airport,베니스 시립공항,VNC,NA,US
Van Nuys Airport,반누이스 공항,VNY,NA,US
Destin-Fort Walton Beach Airport,데스틴-포트 월튼 비치 공항,VPS,NA,US
Porter County Municipal Airport,포터 카운티 시립공항,VPZ,NA,US
Cecil Airport,세실 공항,VQQ,NA,US
